Close,High,Low,Open,Volume
QQQ,QQQ,QQQ,QQQ,QQQ
355.2745056,357.9368388,354.5697695,355.1080967,39411200
353.5027771,356.5957831,352.9644201,356.3608512,41822300
350.7915649,355.4995827,350.7034468,351.9563075,34847200
349.5681458,352.6904858,348.9221351,352.2500444,43905100
352.3674622,353.0428355,349.8519428,351.8878604,40120800
358.8568726,359.0722094,355.313627,355.9792028,43433900
361.1178589,361.2353099,359.0428112,360.080335,40419900
364.7492065,364.9645434,359.2092042,359.8160544,34513500
367.5094604,367.5583884,364.7981995,365.8259259,29091000
367.0298462,368.5861321,365.5420535,367.9694843,31390300
369.2712097,369.4669813,365.9237364,366.2271615,25469300
366.1685181,368.9776649,364.494781,368.008664,36275800
369.9172668,370.8373397,365.6399227,367.5975195,32597800
371.0820313,374.5959138,369.8976936,372.168513,47191300
371.9434204,375.0266296,371.2680471,371.5323119,45760500
376.0739136,376.3284107,373.0787929,373.852052,38007000
377.9238281,378.090237,372.6285552,372.9809083,37310100
379.2158813,379.3431299,376.2697183,378.3643315,30765300
380.8015442,381.2811758,378.5503196,378.5992476,25135300
384.8439636,385.2648398,380.2436289,381.2909205,33748900
389.7770691,390.7363022,385.5682483,386.1163729,40265300
390.1490479,392.4883605,388.7395758,391.5585199,43383800
389.6205139,391.1474371,388.9745033,390.1197107,29256300
386.9385681,391.0984611,385.5682564,390.6971502,50490700
381.2518005,386.9777477,379.3137688,384.1490356,54937400
382.3088379,384.4230459,381.9662525,384.2468693,32243000
386.3317566,386.8700838,381.8586405,383.4638545,34730600
386.2436218,387.839068,383.7868582,387.5160777,33716900
388.9940491,389.4932159,385.3137578,385.5094995,27872900
389.1996155,391.2453006,388.2306146,389.3170665,28703300
393.2322388,393.7412032,389.0234178,391.2550768,45721500
395.4247437,396.7069671,394.0446344,394.876619,45191700
390.834198,400.0446947,390.7265445,396.9712832,61715400
389.0528259,391.7445217,384.5895073,389.6694439,70098700
390.3056946,390.5895246,384.2175668,386.5568796,46954400
382.9059143,389.1114921,381.50621,387.7117878,51533300
391.2159424,392.2339011,386.7624215,387.4965203,54447100
385.4703979,392.6841375,383.4442781,390.3252297,81332700
378.9124146,391.9891761,378.4426105,389.8358078,77766500
381.6433411,383.4345292,376.191426,377.6204635,84416600
375.0070801,384.021806,370.8667516,383.0136448,105349100
378.0119629,379.3822747,371.2582299,375.4964438,67588800
389.3953857,390.0120336,384.6580047,384.697165,56005300
391.1376038,391.3431729,387.8194928,389.7281616,39204000
385.3822632,391.7150893,385.1864916,389.9043065,49973700
389.5715637,389.8358285,385.0201272,388.2110196,52545800
383.9434814,389.8847652,383.5715333,389.5617749,50166400
379.9695129,381.8194262,375.4963975,379.0885706,75199200
388.631897,388.9940775,375.7411386,379.7150578,73858000
378.6384277,390.0316572,377.0429813,389.6009834,82591400
376.7492981,380.9385541,373.6758568,375.2027799,80492500
373.0946655,373.8885024,369.9389082,371.997016,65336800
381.4447021,381.7583249,372.6144847,376.3876479,48899500
386.0901184,386.2959202,380.4842398,381.1506656,37042200
